21.06.16|11:59:57|17|199||00:00:17|03351345680||2|||0|2|
21.06.16|12:26:12|17|199||00:00:03|03351345680||2|||0|2|
21.06.16|12:27:14|17|199||00:00:03|3351345680||2|||0|2|
21.06.16|12:30:39|17|199||00:00:05|0473553735||2|||0|2|
21.06.16|12:30:59|17|199||00:00:05|0473011009||2|||0|2|
21.06.16|12:31:15|17|199||00:00:02|3351345680||2|||0|2|
21.06.16|12:36:53|1|199||00:00:07|3351345680||2|||4|1|
21.06.16|12:37:05|1|199||00:00:03|0473011009||2|||4|1|
21.06.16|12:39:01|17|199||00:00:02|0473011309||2|||0|2|
21.06.16|12:44:32|9|199||00:00:22|3351345680||2|||0|1|
21.06.16|14:09:43|17|299||00:00:05|3351345680||46|||0|2|
21.06.16|14:10:00|17|299||00:00:03|0473011009||46|||0|2|
21.06.16|14:16:19|71|199||00:00:01|9299||2||||5|
21.06.16|15:09:05|17|133||00:00:05|3351345680||2|||0|2|
21.06.16|16:03:21|17|133||00:00:14|3351345680||2|||0|2|
21.06.16|16:05:35|72|9148||00:00:08|9248||2||||5|
21.06.16|16:37:00|17|184||00:04:38|0473553762||2|||0|2|
22.06.16|13:35:15|17|100||00:00:02|0473011009||2|||0|2|
22.06.16|13:59:00|17|131||00:00:19|0471977508||2|||0|2|
22.06.16|14:06:53|17|131||00:00:38|0471860155||2|||0|2|
22.06.16|14:11:04|17|106||00:00:01|3394687821||2|||0|2|
22.06.16|14:13:32|17|103||00:00:44|0461950523||2|||0|2|
22.06.16|14:34:32|17|131||00:03:22|047131999||2|||0|2|
22.06.16|14:39:00|17|103||00:00:13|0461950523||2|||0|2|
22.06.16|14:55:14|18|101||00:00:29|0471256605||2|||0|2|
22.06.16|14:55:23|17|103||00:01:47|0471256754||2|||0|2|
22.06.16|15:04:29|17|105||00:00:19|0471096200||2|||0|2|
22.06.16|15:18:20|17|103||00:00:42|0471592316||2|||0|2|
22.06.16|15:32:24|17|131||00:00:46|0471860155||2|||0|2|
22.06.16|15:33:07|9|109||00:09:22|3427687291||2|||0|1|
22.06.16|15:41:12|17|131||00:00:19|0471256624||2|||0|2|
22.06.16|15:42:41|17|103||00:00:46|0471096200||2|||0|2|
22.06.16|15:44:41|18|105||00:02:41|0471863871||2|||0|2|
22.06.16|15:48:29|9|109||00:00:24|3351345680||2|||0|1|
22.06.16|15:48:34|9|108||00:00:05|3351345680||36|||0|1|
22.06.16|15:53:59|9|103||00:01:37|3450277655||2|||0|1|
22.06.16|16:25:11|17|109||00:00:43|0471260647||2|||0|2|
22.06.16|16:28:54|9|109||00:00:49|3351345680||2|||0|1|
22.06.16|17:29:34|17|131||00:00:25|0471802282||2|||0|2|
22.06.16|17:33:35|17|103||00:00:50|0472975151||2|||0|2|
22.06.16|17:33:46|18|131||00:00:24|0471256624||2|||0|2|
22.06.16|17:57:36|9|103||00:00:03|3336316027||2|||0|1|
22.06.16|18:00:07|17|103||00:01:07|0461950523||2|||0|2|
23.06.16|07:13:28|9|158||00:00:08|3396210885||2|||0|1|
23.06.16|08:04:43|17|106||00:01:05|0471961907||2|||0|2|
23.06.16|08:07:29|17|106||00:00:42|0471860155||2|||0|2|
23.06.16|08:09:52|17|164||00:01:17|0471964766||2|||0|2|
23.06.16|08:16:43|17|164||00:01:11|0471967445||2|||0|2|
23.06.16|08:26:50|17|106||00:02:29|0471860155||2|||0|2|
23.06.16|08:37:13|9|144||00:01:27|3357881989||2|||0|1|
23.06.16|09:07:00|17|144||00:01:13|0471592326||2|||0|2|
23.06.16|09:15:22|17|131||00:02:05|0471256605||2|||0|2|
23.06.16|09:42:16|17|103||00:05:48|0471256608||2|||0|2|
23.06.16|09:47:47|19|131||00:00:19|0471256624||2|||0|2|
23.06.16|09:48:12|18|106||00:02:20|0471860155||2|||0|2|
23.06.16|09:49:27|18|106||00:00:45|0471256700||2|||0|2|
23.06.16|09:51:48|17|109||00:08:51|0471975443||2|||0|2|
23.06.16|09:53:21|9|106||00:00:06|3356129336||2|||0|1|
23.06.16|09:59:34|9|106||00:00:34|3356129336||2|||0|1|
23.06.16|10:01:30|17|109||00:09:20|0471860155||2|||0|2|
23.06.16|10:02:34|18|131||00:01:03|0471256607||2|||0|2|
23.06.16|10:03:37|17|103||00:00:36|0471630000||2|||0|2|
23.06.16|10:11:28|9|144||00:00:41|3357881989||2|||0|1|
23.06.16|10:14:30|17|106||00:02:45|0471256700||2|||0|2|
23.06.16|10:21:27|17|103||00:00:42|0471256757||2|||0|2|
23.06.16|10:21:57|18|131||00:00:58|0471977508||2|||0|2|
23.06.16|10:24:13|17|131||00:00:57|0471860155||2|||0|2|
23.06.16|10:26:39|72|9148||00:00:07|9248||2||||5|
23.06.16|10:38:36|17|105||00:00:55|0463832250||2|||0|2|
23.06.16|10:40:55|17|109||00:02:03|0471975443||2|||0|2|
23.06.16|10:43:09|17|109||00:00:46|0471860155||2|||0|2|
23.06.16|11:06:37|9|164||00:01:09|3356884042||2|||0|1|
23.06.16|11:09:00|17|131||00:01:14|0471977508||2|||0|2|
